timestamp_sec,action,deployment_name,replicas,type,description
1163,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1171,create,ibench-membw-node1,1,ibench-membw,membw pod for node1 created
1195,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
1196,create,ibench-cpu-node2,1,ibench-cpu,cpu pod for node2 created
1204,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
1228,create,ibench-cpu-node1,1,ibench-cpu,cpu pod for node1 created
1229,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1250,create,ibench-membw-node2,1,ibench-membw,membw pod for node2 created
1261,create,ibench-l3-node1,1,ibench-l3,l3 pod for node1 created
1278,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1309,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
1312,create,ibench-l3-node2,1,ibench-l3,l3 pod for node2 created
1323,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1340,create,ibench-membw-node1,1,ibench-membw,membw pod for node1 created
1355,create,ibench-cpu-node2,1,ibench-cpu,cpu pod for node2 created
1366,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
1366,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
1371,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1398,create,ibench-cpu-node1,1,ibench-cpu,cpu pod for node1 created
1414,create,ibench-l3-node1,1,ibench-l3,l3 pod for node1 created
1420,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1439,create,ibench-membw-node2,1,ibench-membw,membw pod for node2 created
1462,create,ibench-l3-node2,1,ibench-l3,l3 pod for node2 created
1474,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
1493,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1508,create,ibench-membw-node1,1,ibench-membw,membw pod for node1 created
1521,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1523,create,ibench-cpu-node2,1,ibench-cpu,cpu pod for node2 created
1537,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
1547,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
1555,create,ibench-l3-node1,2,ibench-l3,l3 pod for node1 created
1577,create,ibench-membw-node2,1,ibench-membw,membw pod for node2 created
1578,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1612,create,ibench-l3-node2,1,ibench-l3,l3 pod for node2 created
1624,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1646,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
1650,create,ibench-cpu-node1,1,ibench-cpu,cpu pod for node1 created
1659,create,ibench-cpu-node2,1,ibench-cpu,cpu pod for node2 created
1678,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1688,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
1751,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1759,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1766,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
