timestamp_sec,action,deployment_name,replicas,type,description
1461,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
1463,create,ibench-cpu-node2,1,ibench-cpu,cpu pod for node2 created
1499,create,ibench-cpu-node1,1,ibench-cpu,cpu pod for node1 created
1532,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
1533,create,ibench-membw-node2,1,ibench-membw,membw pod for node2 created
1547,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1583,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1586,create,ibench-membw-node1,1,ibench-membw,membw pod for node1 created
1600,create,ibench-l3-node1,1,ibench-l3,l3 pod for node1 created
1641,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1667,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
1672,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
1736,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1753,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
