timestamp_sec,action,deployment_name,replicas,type,description
1012,create,ibench-cpu-node1,1,ibench-cpu,cpu pod for node1 created
1038,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1051,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
1084,create,ibench-membw-node2,1,ibench-membw,membw pod for node2 created
1097,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1098,create,ibench-l3-node1,2,ibench-l3,l3 pod for node1 created
1112,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
1128,create,ibench-l3-node2,1,ibench-l3,l3 pod for node2 created
1148,create,ibench-cpu-node1,1,ibench-cpu,cpu pod for node1 created
1201,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
1221,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1228,create,ibench-membw-node1,2,ibench-membw,membw pod for node1 created
1258,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1258,create,ibench-membw-node2,1,ibench-membw,membw pod for node2 created
1275,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
1277,create,ibench-cpu-node2,1,ibench-cpu,cpu pod for node2 created
1298,create,ibench-l3-node1,1,ibench-l3,l3 pod for node1 created
1317,create,ibench-l3-node2,1,ibench-l3,l3 pod for node2 created
1329,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
1339,create,ibench-cpu-node1,2,ibench-cpu,cpu pod for node1 created
1366,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
1385,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1397,create,ibench-membw-node2,2,ibench-membw,membw pod for node2 created
1408,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1416,create,ibench-membw-node1,1,ibench-membw,membw pod for node1 created
1441,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1477,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
1482,create,ibench-l3-node1,1,ibench-l3,l3 pod for node1 created
1502,create,ibench-l3-node2,1,ibench-l3,l3 pod for node2 created
1525,create,ibench-cpu-node1,1,ibench-cpu,cpu pod for node1 created
1528,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
1529,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
1534,create,ibench-cpu-node2,2,ibench-cpu,cpu pod for node2 created
1618,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1625,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
1638,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1641,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1642,create,ibench-membw-node1,2,ibench-membw,membw pod for node1 created
1660,create,ibench-l3-node1,1,ibench-l3,l3 pod for node1 created
1760,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1780,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
