timestamp_sec,action,deployment_name,replicas,type,description
737,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
747,create,ibench-l3-node2,2,ibench-l3,l3 pod for node2 created
759,create,ibench-cpu-node1,2,ibench-cpu,cpu pod for node1 created
772,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
776,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
780,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
786,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
803,create,ibench-cpu-node2,2,ibench-cpu,cpu pod for node2 created
821,create,ibench-membw-node2,2,ibench-membw,membw pod for node2 created
834,create,ibench-membw-node1,2,ibench-membw,membw pod for node1 created
843,create,ibench-l3-node1,2,ibench-l3,l3 pod for node1 created
871,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
885,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
897,create,ibench-l3-node2,2,ibench-l3,l3 pod for node2 created
915,create,ibench-cpu-node1,2,ibench-cpu,cpu pod for node1 created
928,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
938,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
941,create,ibench-cpu-node2,2,ibench-cpu,cpu pod for node2 created
948,create,ibench-membw-node1,2,ibench-membw,membw pod for node1 created
954,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
964,create,ibench-membw-node2,2,ibench-membw,membw pod for node2 created
977,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
990,create,ibench-l3-node1,2,ibench-l3,l3 pod for node1 created
1036,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1043,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
1051,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1051,create,ibench-l3-node2,2,ibench-l3,l3 pod for node2 created
1061,create,ibench-cpu-node1,2,ibench-cpu,cpu pod for node1 created
1077,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
1085,create,ibench-cpu-node2,2,ibench-cpu,cpu pod for node2 created
1099,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
1110,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1123,create,ibench-l3-node1,2,ibench-l3,l3 pod for node1 created
1126,create,ibench-membw-node1,2,ibench-membw,membw pod for node1 created
1128,create,ibench-membw-node2,2,ibench-membw,membw pod for node2 created
1177,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1185,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1188,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
1209,create,ibench-cpu-node1,2,ibench-cpu,cpu pod for node1 created
1219,create,ibench-cpu-node2,2,ibench-cpu,cpu pod for node2 created
1226,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1229,create,ibench-l3-node2,2,ibench-l3,l3 pod for node2 created
1234,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
1252,create,ibench-membw-node2,2,ibench-membw,membw pod for node2 created
1262,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
1273,create,ibench-l3-node1,2,ibench-l3,l3 pod for node1 created
1278,create,ibench-membw-node1,2,ibench-membw,membw pod for node1 created
1326,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
1335,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1365,create,ibench-cpu-node1,2,ibench-cpu,cpu pod for node1 created
1366,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1368,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
1382,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
1385,create,ibench-membw-node2,2,ibench-membw,membw pod for node2 created
1395,create,ibench-cpu-node2,2,ibench-cpu,cpu pod for node2 created
1403,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1412,create,ibench-l3-node2,2,ibench-l3,l3 pod for node2 created
1426,create,ibench-membw-node1,2,ibench-membw,membw pod for node1 created
1445,create,ibench-l3-node1,2,ibench-l3,l3 pod for node1 created
1480,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
1491,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
1494,create,ibench-cpu-node1,2,ibench-cpu,cpu pod for node1 created
1524,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1539,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
1545,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1548,create,ibench-membw-node2,2,ibench-membw,membw pod for node2 created
1552,create,ibench-cpu-node2,2,ibench-cpu,cpu pod for node2 created
1575,create,ibench-l3-node2,2,ibench-l3,l3 pod for node2 created
1578,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1581,create,ibench-membw-node1,2,ibench-membw,membw pod for node1 created
1598,create,ibench-l3-node1,2,ibench-l3,l3 pod for node1 created
1622,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
1667,create,ibench-cpu-node1,2,ibench-cpu,cpu pod for node1 created
1679,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1683,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
1691,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1697,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
1701,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1773,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
