timestamp_sec,action,deployment_name,replicas,type,description
566,create,ibench-membw-node2,2,ibench-membw,membw pod for node2 created
568,create,ibench-membw-node1,2,ibench-membw,membw pod for node1 created
573,create,ibench-cpu-node1,2,ibench-cpu,cpu pod for node1 created
600,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
610,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
622,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
623,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
640,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
653,create,ibench-cpu-node2,2,ibench-cpu,cpu pod for node2 created
654,create,ibench-l3-node1,2,ibench-l3,l3 pod for node1 created
658,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
661,create,ibench-membw-node1,2,ibench-membw,membw pod for node1 created
678,create,ibench-l3-node2,2,ibench-l3,l3 pod for node2 created
716,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
718,create,ibench-membw-node2,2,ibench-membw,membw pod for node2 created
726,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
736,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
738,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
751,create,ibench-cpu-node2,2,ibench-cpu,cpu pod for node2 created
781,create,ibench-l3-node2,2,ibench-l3,l3 pod for node2 created
789,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
796,create,ibench-l3-node1,2,ibench-l3,l3 pod for node1 created
816,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
816,create,ibench-membw-node1,2,ibench-membw,membw pod for node1 created
859,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
862,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
868,create,ibench-cpu-node2,2,ibench-cpu,cpu pod for node2 created
898,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
902,create,ibench-l3-node2,2,ibench-l3,l3 pod for node2 created
915,create,ibench-l3-node1,2,ibench-l3,l3 pod for node1 created
932,create,ibench-membw-node1,2,ibench-membw,membw pod for node1 created
948,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
982,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
987,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
994,create,ibench-cpu-node2,2,ibench-cpu,cpu pod for node2 created
1006,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
1042,create,ibench-l3-node2,2,ibench-l3,l3 pod for node2 created
1054,create,ibench-l3-node1,2,ibench-l3,l3 pod for node1 created
1059,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1074,create,ibench-membw-node1,2,ibench-membw,membw pod for node1 created
1123,create,ibench-cpu-node2,2,ibench-cpu,cpu pod for node2 created
1126,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1132,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1154,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
1165,create,ibench-l3-node2,2,ibench-l3,l3 pod for node2 created
1166,create,ibench-l3-node1,2,ibench-l3,l3 pod for node1 created
1188,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1200,create,ibench-membw-node1,2,ibench-membw,membw pod for node1 created
1227,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1255,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1267,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
