timestamp_sec,action,deployment_name,replicas,type,description
917,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
939,create,ibench-cpu-node2,1,ibench-cpu,cpu pod for node2 created
983,create,ibench-cpu-node1,2,ibench-cpu,cpu pod for node1 created
993,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
994,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
1024,create,ibench-membw-node2,2,ibench-membw,membw pod for node2 created
1063,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1079,create,ibench-l3-node2,2,ibench-l3,l3 pod for node2 created
1085,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
1099,create,ibench-l3-node1,1,ibench-l3,l3 pod for node1 created
1139,create,ibench-cpu-node2,1,ibench-cpu,cpu pod for node2 created
1152,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
1161,create,ibench-membw-node1,2,ibench-membw,membw pod for node1 created
1204,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1219,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1219,create,ibench-cpu-node1,2,ibench-cpu,cpu pod for node1 created
1246,create,ibench-l3-node2,1,ibench-l3,l3 pod for node2 created
1260,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1296,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
1308,create,ibench-l3-node1,2,ibench-l3,l3 pod for node1 created
1340,create,ibench-membw-node1,1,ibench-membw,membw pod for node1 created
1356,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
1368,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1380,create,ibench-membw-node2,1,ibench-membw,membw pod for node2 created
1412,create,ibench-l3-node2,2,ibench-l3,l3 pod for node2 created
1439,create,ibench-cpu-node2,1,ibench-cpu,cpu pod for node2 created
1448,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1458,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
1504,create,ibench-membw-node1,1,ibench-membw,membw pod for node1 created
1519,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
1525,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1556,create,ibench-cpu-node1,1,ibench-cpu,cpu pod for node1 created
1569,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1602,create,ibench-membw-node2,2,ibench-membw,membw pod for node2 created
1610,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
1656,create,ibench-cpu-node2,2,ibench-cpu,cpu pod for node2 created
1679,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
1693,create,ibench-l3-node1,2,ibench-l3,l3 pod for node1 created
1716,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
1783,create,ibench-cpu-node1,2,ibench-cpu,cpu pod for node1 created
1792,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1810,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1888,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
