timestamp_sec,action,deployment_name,replicas,type,description
734,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
736,create,ibench-l3-node1,1,ibench-l3,l3 pod for node1 created
778,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
778,create,ibench-cpu-node2,1,ibench-cpu,cpu pod for node2 created
828,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
828,create,ibench-cpu-node1,1,ibench-cpu,cpu pod for node1 created
842,create,ibench-membw-node2,1,ibench-membw,membw pod for node2 created
875,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
892,create,ibench-membw-node1,1,ibench-membw,membw pod for node1 created
911,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
937,create,ibench-l3-node2,1,ibench-l3,l3 pod for node2 created
973,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
977,create,ibench-l3-node1,1,ibench-l3,l3 pod for node1 created
991,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
1016,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
1036,create,ibench-cpu-node2,2,ibench-cpu,cpu pod for node2 created
1059,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
1062,create,ibench-cpu-node1,1,ibench-cpu,cpu pod for node1 created
1137,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1137,create,ibench-membw-node2,1,ibench-membw,membw pod for node2 created
1146,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1153,create,ibench-membw-node1,1,ibench-membw,membw pod for node1 created
1222,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1223,create,ibench-l3-node1,1,ibench-l3,l3 pod for node1 created
1234,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
1235,create,ibench-l3-node2,1,ibench-l3,l3 pod for node2 created
1284,create,ibench-cpu-node2,1,ibench-cpu,cpu pod for node2 created
1298,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
1302,create,ibench-cpu-node1,1,ibench-cpu,cpu pod for node1 created
1336,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
1361,create,ibench-membw-node2,1,ibench-membw,membw pod for node2 created
1403,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1407,create,ibench-membw-node1,1,ibench-membw,membw pod for node1 created
1430,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1458,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1465,create,ibench-l3-node1,1,ibench-l3,l3 pod for node1 created
1481,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
1494,create,ibench-l3-node2,1,ibench-l3,l3 pod for node2 created
1521,create,ibench-cpu-node2,1,ibench-cpu,cpu pod for node2 created
1560,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
1563,create,ibench-cpu-node1,1,ibench-cpu,cpu pod for node1 created
1568,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
1621,create,ibench-membw-node2,1,ibench-membw,membw pod for node2 created
1634,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1685,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1710,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1754,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
1798,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
