timestamp_sec,action,deployment_name,replicas,type,description
753,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
754,create,ibench-membw-node2,1,ibench-membw,membw pod for node2 created
765,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
784,create,ibench-membw-node1,1,ibench-membw,membw pod for node1 created
793,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
797,create,ibench-cpu-node2,1,ibench-cpu,cpu pod for node2 created
804,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
824,create,ibench-cpu-node1,2,ibench-cpu,cpu pod for node1 created
842,create,ibench-l3-node1,1,ibench-l3,l3 pod for node1 created
849,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
883,create,ibench-l3-node2,1,ibench-l3,l3 pod for node2 created
884,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
908,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
914,create,ibench-membw-node2,2,ibench-membw,membw pod for node2 created
927,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
939,create,ibench-membw-node1,1,ibench-membw,membw pod for node1 created
958,create,ibench-cpu-node2,1,ibench-cpu,cpu pod for node2 created
963,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
972,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
993,create,ibench-cpu-node1,2,ibench-cpu,cpu pod for node1 created
1003,create,ibench-l3-node1,1,ibench-l3,l3 pod for node1 created
1005,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1037,create,ibench-l3-node2,1,ibench-l3,l3 pod for node2 created
1039,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
1062,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
1062,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1073,create,ibench-membw-node2,2,ibench-membw,membw pod for node2 created
1093,create,ibench-membw-node1,1,ibench-membw,membw pod for node1 created
1112,create,ibench-cpu-node2,1,ibench-cpu,cpu pod for node2 created
1116,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
1122,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1148,create,ibench-cpu-node1,1,ibench-cpu,cpu pod for node1 created
1163,create,ibench-l3-node1,2,ibench-l3,l3 pod for node1 created
1168,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1183,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
1202,create,ibench-l3-node2,2,ibench-l3,l3 pod for node2 created
1203,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
1213,create,ibench-membw-node2,2,ibench-membw,membw pod for node2 created
1231,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1233,create,ibench-membw-node1,2,ibench-membw,membw pod for node1 created
1263,create,ibench-cpu-node2,1,ibench-cpu,cpu pod for node2 created
1267,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1271,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
1300,create,ibench-l3-node1,2,ibench-l3,l3 pod for node1 created
1307,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1310,create,ibench-cpu-node1,1,ibench-cpu,cpu pod for node1 created
1338,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
1339,create,ibench-l3-node2,2,ibench-l3,l3 pod for node2 created
1351,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
1370,create,ibench-membw-node2,2,ibench-membw,membw pod for node2 created
1381,create,ibench-membw-node1,1,ibench-membw,membw pod for node1 created
1385,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1415,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
1417,create,ibench-cpu-node2,2,ibench-cpu,cpu pod for node2 created
1432,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1446,create,ibench-cpu-node1,1,ibench-cpu,cpu pod for node1 created
1463,create,ibench-l3-node1,1,ibench-l3,l3 pod for node1 created
1477,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1486,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
1492,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
1511,create,ibench-l3-node2,2,ibench-l3,l3 pod for node2 created
1516,create,ibench-membw-node1,1,ibench-membw,membw pod for node1 created
1525,create,ibench-membw-node2,1,ibench-membw,membw pod for node2 created
1554,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1574,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
1580,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1584,create,ibench-cpu-node2,1,ibench-cpu,cpu pod for node2 created
1607,create,ibench-cpu-node1,2,ibench-cpu,cpu pod for node1 created
1610,create,ibench-l3-node1,2,ibench-l3,l3 pod for node1 created
1642,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1656,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
1659,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
1673,create,ibench-l3-node2,1,ibench-l3,l3 pod for node2 created
1710,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1739,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
1749,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1774,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
