timestamp_sec,action,deployment_name,replicas,type,description
1132,create,ibench-l3-node1,1,ibench-l3,l3 pod for node1 created
1156,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1160,create,ibench-membw-node1,1,ibench-membw,membw pod for node1 created
1170,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
1196,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1206,create,ibench-cpu-node2,2,ibench-cpu,cpu pod for node2 created
1249,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
1251,create,ibench-cpu-node1,1,ibench-cpu,cpu pod for node1 created
1267,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1269,create,ibench-l3-node2,1,ibench-l3,l3 pod for node2 created
1320,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
1322,create,ibench-l3-node1,1,ibench-l3,l3 pod for node1 created
1400,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1401,create,ibench-membw-node2,2,ibench-membw,membw pod for node2 created
1408,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1411,create,ibench-membw-node1,1,ibench-membw,membw pod for node1 created
1428,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
1453,create,ibench-cpu-node2,1,ibench-cpu,cpu pod for node2 created
1473,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1478,create,ibench-cpu-node1,1,ibench-cpu,cpu pod for node1 created
1590,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
1592,create,ibench-l3-node2,2,ibench-l3,l3 pod for node2 created
1593,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1597,create,ibench-l3-node1,1,ibench-l3,l3 pod for node1 created
1602,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
1605,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
1723,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1773,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
